StartDate;EndDate;Status;Progress;Duration (in seconds);Finished;RecordedDate;ResponseId;DistributionChannel;UserLanguage;Q_RecaptchaScore;Q_RecaptchaAssessmentName;PRIVACYINFO;CONSENT;AGE;GENDER;EDUCATION;PARENT;POLITCS_PARTY;POLITICS_LEFTRIGHT;MFQ1_HARM_EMOTIONALLY_1;MFQ1_FAIRNESS_TREATED_2;MFQ1_INGROUP_LOVECOUNTRY_3;MFQ1_AUTHORITY_RESPECT_4;MFQ1_PURITY_DECENCY_5;MFQ1_LIBERTYECO_PROPERTY_6;MFQ1_MATH_7;MFQ1_HARM_WEAK_8;MFQ1_FAIRNESS_UNFAIRLY_9;MFQ1_INGROUP_BETRAY_10;MFQ1_LIBERTYLIFE_FREE_11;MFQ1_AUTHORITY_TRADITIONS_12;MFQ1_PURITY_DISGUSTING_13;MFQ1_HARM_CRUEL_14;MFQ1_FAIRNESS_RIGHTS_15;MFQ1_INGROUP_LOYALTY_16;MFQ1_AUTHORITY_CHAOS_17;MFQ1_PURITY_GOD_18;MFQ2_HARM_COMPASSION_1;MFQ2_FAIRNESS_FAIRLY_2;MFQ2_LIBERTYECO_SOCIETY_3;MFQ2_INGROUP_HISTORY_4;MFQ2_AUTHORITY_KIDRESPECT_5;MFQ2_PURITY_HARMLESSDG_6;MFQ2_GOOD_7;MFQ2_LIBERTYECO_INFER_8;MFQ2_HARM_ANIMAL_9;MFQ2_FAIRNESS_JUSTICE_10;MFQ2_INGROUP_FAMILY_11;MFQ2_LIBERTYECO_WEALTH_12;MFQ2_AUTHORITY_SEXROLES_13;MFQ2_PURITY_UNNATURAL_14;MFQ2_LIBERTYECO_COMMONGOOD_15;MFQ2_HARM_KILL_16;MFQ2_FAIRNESS_RICH_17;MFQ2_LIBERTYECO_PROPERTY_18;MFQ2_INGROUP_TEAM_19;MFQ2_LIBERTYLIFE_TRADITION_20;MFQ2_AUTHORITY_SOLDIER_21;MFQ2_PURITY_CHASTITY_22;MFQ2_LIBERTYLIFE_CHOICE_23;VCI_SAFETY_1;VCI_PARENTSRIGHT_2;VCI_OVERWHELM_3;VCI_PROTECTOTHERS_4;VCI_ALLERGIES_5;VCI_LIVINGSTANDARDS_6;VCI_DECISION_7;VCI_PHARMA_8;VCI_NOTNEEDED_9;VCI_COMPULSORY_10;VCI_CAUSEDISEASE_11;VCI_CONCEAL_12;VCI_ALTERNATIVE_13;VCI_TOXINS_14;VCI_PROTECTALL_15;VCI_NATURALLY_16;VCI_EXEMPT_17;VCI_INEFFECTIVE_18;BVIS_HEPATITISB_1;BVIS_HPV_2;BVIS_MEASELS_3;BVIS_MENINGOCOCCAL_4;BVIS_PERTUSSIS_5;BVIS_MUMPS_6;BVIS_POLIO_7;BVIS_ROTAVIRUS_8;BVIS_RUBELLA_9;BVIS_TETANUS_10;BVIS_CHICKENPOX_11;COVCI_COVIDINFECTION;COVCI_VACCINATED_2;COVCI_YES_ASAP_31;COVCI_YES_DECIDE_32;COVCI_YES_IMPORTANCE_33;COVCI_YES_FREEDECISION_34;COVCI_YES_THOUGHFUL_35;COVCI_YES_SIDEEFFECTS_36;COVCI_YES_INFECTION_37;COVCI_YES_JOBLOSS_38;COVCI_YES_DISADVANTAGE_39;COVCI_YES_TRUST_40;COVCI_YES_RECOMMENDATION_41;COVCI_YES_PROTECTME_42;COVCI_YES_PROTECTOTHERS_43;COVCI_YES_DUTY_44;COVCI_YES_CHOOSEVACCINE_45;COVCI_YES_ANYVACCINE_46;COVCI_YES_UNNATURAL_47;COVCI_YES_WAIT_48;COVCI_YES_INFORMED_49;COVCI_YES_PROTECTGENERALLY_50;COVCI_NO_CHANCE_3;COVCI_NO_INTENTION_4;COVCI_NO_ASAP_5;COVCI_NO_DECIDE_6;COVCI_NO_IMPORTANCE_7;COVCI_NO_THOUGHTFUL_8;COVCI_NO_SIDEEFFECTS_9;COVCI_NO_INFECTION_10;COVCI_NO_JOBLOSS_11;COVCI_NO_DISADVANTAGE_12;COVCI_NO_TRUST_13;COVCI_NO_ROCOMMENDATION_14;COVCI_NO_PROTECTME_15;COVCI_NO_PROTECTOTHERS_16;COVCI_NO_DUTY_17;COVCI_NO_CHOOSEVACCINE_18;COVCI_NO_ANYVACCINE_19;COVCI_NO_UNNATURAL_20;COVCI_NO_WAIT_21;COVCI_NO_INFORMED_22;COVCI_NO_PROTECTGENERALLY_23;COVCI_NO_ASTRAZENECA_24;COVCI_NO_BIONTECH_25;COVCI_NO_MODERNA_26;COVCI_NO_JOHNSON_27;COVCI_NO_SPUTNIK_28;COVCI_NO_APPOINTMENT;COVCI_OPEN_30;Q9.1 - Parent Topics;Q9.1 - Topics
31.05.21 05:41;31.05.21 06:00;0;100;1106;1;31.05.21 06:00;R_2fvpMsbJEe1G1E3;anonymous;DE;0,9;;1;1;4;2;1;2;2;5;5;5;3;3;2;4;0;4;5;4;2;1;4;5;5;4;3;4;4;5;2;3;4;5;5;1;4;5;5;4;4;4;2;4;3;5;3;5;3;2;5;1;3;1;3;3;1;3;2;0;2;1;1;1;2;4;0;3;2;5;5;5;5;5;5;5;5;5;5;5;2;1;4;3;4;3;4;0;3;0;1;3;3;4;4;3;1;3;0;0;2;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31.05.21 05:35;31.05.21 06:07;0;100;1941;1;31.05.21 06:07;R_2wcSDsN2CrKDr4j;anonymous;DE;1;;;1;5;2;1;1;3;6;4;4;2;2;3;3;1;4;4;4;5;2;4;5;5;4;3;4;2;3;3;3;3;4;5;3;3;4;4;3;4;4;4;4;1;4;3;3;1;4;2;4;4;3;3;3;3;4;3;1;0;1;2;0;3;2;3;4;2;5;2;5;1;1;5;5;1;5;5;1;2;2;;;;;;;;;;;;;;;;;;;;;2;2;0;4;2;0;2;2;4;3;2;2;0;4;3;4;0;3;4;3;2;1;4;4;1;4;2;;;
31.05.21 06:46;31.05.21 07:05;0;100;1110;1;31.05.21 07:05;R_Rxi3C4fVvcpW6Ax;anonymous;DE;1;;;1;4;2;1;2;3;4;5;4;0;1;2;3;1;5;4;4;5;1;2;4;5;4;3;1;4;5;2;0;4;1;4;4;5;5;5;4;0;3;2;4;1;2;2;5;3;0;5;1;4;3;3;2;1;4;4;1;0;2;4;3;4;3;2;4;4;5;3;5;2;5;5;5;3;5;5;1;2;2;;;;;;;;;;;;;;;;;;;;;1;0;0;4;0;4;1;1;0;3;0;0;1;3;3;4;0;2;4;3;0;0;5;4;1;1;3;;;
31.05.21 06:54;31.05.21 07:10;0;100;973;1;31.05.21 07:10;R_301bOrklemkSeAJ;anonymous;DE;1;;;1;4;1;1;2;4;5;1;4;1;2;2;3;4;4;4;4;4;4;5;5;4;5;5;2;3;4;1;1;2;2;4;1;5;5;4;4;3;2;4;5;3;3;3;3;2;1;4;0;1;1;0;2;0;3;0;0;3;0;0;0;0;4;2;3;3;4;3;5;3;3;5;5;3;3;5;1;2;2;;;;;;;;;;;;;;;;;;;;;2;4;4;3;4;4;1;4;0;3;4;4;4;4;4;0;4;4;0;1;4;5;5;5;5;1;1;;;
31.05.21 06:50;31.05.21 07:14;0;100;1478;1;31.05.21 07:14;R_b3p2VGFvcc3fHgJ;anonymous;DE;1;;1;1;4;2;1;2;4;5;5;5;1;2;3;3;1;5;4;4;5;4;3;5;5;4;4;2;5;4;1;1;3;2;5;2;4;4;3;1;0;2;4;4;3;3;4;4;2;1;4;1;3;2;3;3;1;4;2;0;1;1;2;1;1;3;2;4;1;4;4;4;4;4;4;4;4;4;4;4;2;2;;;;;;;;;;;;;;;;;;;;;2;2;2;4;2;4;2;3;2;2;2;2;2;2;2;3;2;1;3;1;3;2;4;4;4;2;2;;;
31.05.21 07:08;31.05.21 07:17;0;100;584;1;31.05.21 07:17;R_3KNHH1x82NPSS2k;anonymous;DE;1;;;1;6;2;1;1;7;5;5;5;0;3;4;4;0;5;5;5;5;1;2;5;5;4;4;0;5;5;4;1;2;2;4;3;5;5;3;4;4;0;2;2;2;1;2;5;0;0;4;1;1;1;4;2;0;2;2;0;3;0;2;1;1;4;0;0;2;5;5;5;5;5;5;5;5;5;5;5;2;1;4;4;4;4;4;0;3;0;0;3;4;4;4;2;2;1;0;2;2;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31.05.21 06:55;31.05.21 07:18;0;100;1420;1;31.05.21 07:19;R_yNHArHVGuQ6zOut;anonymous;DE;1;;;1;4;1;1;2;5;3;4;4;3;4;4;3;4;3;5;5;1;2;3;5;2;5;5;0;3;4;1;5;5;1;5;0;1;5;4;0;1;4;5;0;4;4;2;3;1;2;2;1;0;0;4;1;1;0;1;0;4;0;1;0;0;4;0;0;0;5;5;5;5;5;5;5;5;5;5;5;2;1;4;4;1;1;4;1;1;0;3;3;2;0;3;4;4;0;2;3;3;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31.05.21 08:26;31.05.21 08:41;1;100;938;1;31.05.21 08:41;R_1Iu8pkM0471Wo6A;preview;DE;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31.05.21 09:11;31.05.21 09:33;0;100;1301;1;31.05.21 09:33;R_3LdrkyCsrt07TZx;anonymous;DE;1;;1;1;7;1;1;1;4;3;3;3;0;1;0;4;0;4;5;1;4;1;4;5;4;1;1;3;4;5;4;2;2;2;5;2;4;5;1;3;1;4;3;5;4;3;5;4;3;0;5;0;0;0;4;3;3;1;0;0;4;0;0;0;3;4;1;1;1;4;5;4;5;5;5;5;5;5;5;4;2;1;4;4;4;4;4;4;4;0;3;4;4;4;4;4;2;3;0;3;3;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31.05.21 09:03;31.05.21 09:36;0;100;2012;1;31.05.21 09:36;R_vqPER89RjJ9WEqB;anonymous;DE;1;;;1;7;2;3;1;4;6;4;3;0;2;2;3;0;2;2;3;0;0;1;2;2;2;0;0;4;4;2;0;3;4;4;5;5;5;5;4;4;3;2;2;2;4;2;4;4;4;4;4;4;3;3;4;1;4;4;0;0;0;3;0;2;3;1;4;2;4;2;5;5;5;5;2;2;5;5;1;2;2;;;;;;;;;;;;;;;;;;;;;2;2;0;4;2;2;3;4;0;2;1;2;2;2;2;4;0;2;4;0;4;0;4;4;0;3;3;Hallo, ich gehöre zu den Risikopatienten, habe im Januar auch FFP2 Masken erhalten, jedoch ein Schreiben zum Impfen habe ich bis heute nicht bekommen. Ich werde mich erstmal nicht impfen lassen weil es einfach zu wenig Langzeitstudien gibt ( kann es ja auch noch nicht ), ich dem ganzen was in den Medien steht nicht glaube. Es gibt nichts über Spätfolgen mit diesen Impfstoffen. Auch werde ich meinen 13 jährigen Sohn derzeit nicht Impfen lassen aus genau diesen Gründen. Ich selbst bin starker Allergiker, auch auf sehr viele Medikamente und traue mich nicht. Was ist da drin in diesen Impfstoffen? Keine Ahnung!!!;;Unknown
31.05.21 09:46;31.05.21 09:54;0;100;432;1;31.05.21 09:54;R_1fcOzHvIOaE4S6y;anonymous;DE;1;;1;1;5;1;1;2;4;1;3;4;0;0;1;3;1;5;4;3;5;0;0;3;5;2;3;0;3;5;3;0;1;0;3;0;3;5;2;1;0;0;5;5;5;1;3;5;0;0;5;4;1;0;4;0;0;1;0;0;4;0;0;0;0;4;0;1;0;5;5;5;5;5;5;5;5;5;5;5;2;2;;;;;;;;;;;;;;;;;;;;;2;4;4;0;4;3;0;3;0;0;4;4;4;4;4;2;2;0;0;2;4;2;3;5;2;0;1;;;
31.05.21 10:43;31.05.21 11:15;0;100;1877;1;31.05.21 11:15;R_3ktWeLJzx1MLQwk;anonymous;DE;0,9;;;1;6;1;1;1;2;6;3;4;0;1;2;5;0;5;5;5;4;0;3;5;5;5;5;0;5;4;3;3;3;0;5;2;3;4;3;3;5;1;4;5;3;5;3;0;4;0;4;0;1;0;4;0;1;1;0;0;4;0;0;0;0;4;0;0;0;5;5;5;5;5;5;5;5;5;5;5;2;1;4;4;4;1;4;0;4;0;0;4;4;4;4;4;3;3;0;0;4;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31.05.21 11:14;31.05.21 11:28;0;100;861;1;31.05.21 11:28;R_2cCq0nLdiBhrSM6;anonymous;DE;0,9;;1;1;4;2;1;2;4;3;5;5;0;2;2;4;0;5;4;3;4;1;2;4;4;2;2;2;4;4;4;2;2;2;5;1;3;3;1;1;1;1;3;5;3;1;2;4;1;1;5;1;3;0;4;3;2;3;1;0;1;0;0;0;1;4;0;3;0;4;4;5;5;4;4;4;3;4;5;3;2;1;4;4;4;4;3;1;3;0;0;4;3;4;4;3;4;1;0;3;1;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31.05.21 11:13;31.05.21 11:29;0;100;966;1;31.05.21 11:29;R_1dcRzse1Mj2Iz0S;anonymous;DE;1;;1;1;4;2;1;2;4;4;5;5;1;2;3;3;0;4;4;4;5;1;2;4;5;4;2;2;3;4;3;0;3;3;5;1;3;4;3;2;3;3;4;4;2;3;1;4;2;1;4;2;3;1;4;2;2;3;1;0;1;0;0;1;1;4;0;3;0;5;5;5;5;4;5;4;4;5;5;1;2;2;;;;;;;;;;;;;;;;;;;;;2;4;4;4;4;2;1;3;0;3;4;4;4;3;2;4;0;0;1;3;4;0;5;5;1;1;1;;;
31.05.21 10:01;31.05.21 13:20;0;100;11927;1;31.05.21 13:20;R_2pJoZIbJf8JqzyD;anonymous;DE;1;;1;1;5;1;1;2;4;3;4;3;1;2;3;4;2;4;3;5;4;3;1;2;4;2;3;0;3;4;3;2;3;2;3;2;4;4;1;2;2;3;3;2;2;2;3;4;3;3;5;1;0;0;4;3;0;3;0;0;4;0;0;1;0;4;1;0;0;5;5;5;5;5;5;5;5;5;5;5;1;1;4;4;4;4;0;0;0;0;2;4;4;4;4;4;2;4;0;0;3;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31.05.21 13:54;31.05.21 14:24;0;100;1800;1;31.05.21 14:24;R_2QVCUGAeHGYMZgn;anonymous;DE;0,9;;;1;4;2;1;2;2;6;4;3;1;3;3;1;0;4;4;3;2;0;1;5;3;3;1;0;3;5;3;1;4;1;5;3;1;5;3;1;4;2;1;5;2;3;2;4;3;0;4;3;4;3;3;3;1;4;3;0;0;0;3;3;4;3;4;4;2;3;1;3;0;0;0;0;0;0;3;0;1;2;;;;;;;;;;;;;;;;;;;;;2;0;0;4;0;0;3;0;0;2;3;2;0;0;0;2;0;2;3;1;0;0;2;1;0;0;3;"Die aktuelle Situation ""zwingt"" einen in gewisser Weise zu einer Impfung (vgl. Privilegien). ";;Unknown
31.05.21 23:55;01.06.21 00:20;0;100;1476;1;01.06.21 00:20;R_cSlCMz39EDtwKhH;anonymous;DE;1;;;1;4;2;1;2;5;2;4;4;0;1;2;5;0;3;5;5;5;2;4;5;5;5;3;1;5;4;1;0;3;0;5;4;3;4;1;3;4;4;4;1;4;4;3;5;4;0;5;1;4;1;4;4;4;4;3;1;0;1;3;1;2;4;0;4;1;5;4;5;2;1;5;1;1;3;4;0;2;2;;;;;;;;;;;;;;;;;;;;;2;4;4;4;4;4;1;1;0;4;4;3;3;3;0;4;0;3;0;1;4;0;5;5;5;5;2;;;
25.05.21 00:00;25.05.21 00:35;0;58;2053;0;01.06.21 00:35;R_2QtiX4qIw6TPdkj;anonymous;DE;0,8;;;1;8;1;1;2;4;3;4;3;1;2;4;4;0;4;4;4;2;4;4;5;3;4;4;4;4;5;3;4;3;4;5;4;3;4;3;1;4;4;4;5;4;2;3;4;3;1;4;3;4;3;3;3;1;3;1;1;1;1;1;1;1;3;1;3;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.06.21 00:59;01.06.21 01:25;0;100;1517;1;01.06.21 01:25;R_2xwM12DnEpDaUeV;anonymous;DE;1;;;1;4;2;1;2;4;3;4;4;0;1;2;2;1;4;4;4;4;1;2;4;5;2;3;1;4;4;2;1;1;2;4;1;3;4;2;2;4;1;3;3;3;3;4;3;2;1;2;1;1;0;4;2;0;4;1;0;1;0;0;0;0;4;1;4;0;4;5;5;4;5;5;5;4;4;5;3;2;2;;;;;;;;;;;;;;;;;;;;;2;4;4;4;4;3;1;3;1;1;4;3;4;3;2;1;3;1;0;3;4;4;5;5;4;1;1;;;
01.06.21 01:17;01.06.21 01:30;0;100;772;1;01.06.21 01:30;R_1PTwKwHtCfes4me;anonymous;DE;1;;1;1;4;1;1;2;4;6;4;4;1;3;4;4;1;4;4;4;3;3;2;4;5;3;3;4;4;3;2;1;3;3;5;2;2;4;2;1;3;3;3;5;2;3;3;4;2;2;4;0;4;1;3;2;2;4;1;0;0;0;1;1;0;4;0;4;0;5;1;5;5;5;5;4;1;5;5;4;2;1;4;4;4;4;3;0;2;0;3;3;3;3;4;3;3;3;1;1;2;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.06.21 03:40;01.06.21 04:02;0;100;1308;1;01.06.21 04:02;R_3kcZgLZnb27958I;anonymous;DE;1;;1;1;4;2;1;2;4;4;4;4;1;3;3;4;0;4;4;4;5;1;3;4;5;4;2;3;4;5;3;1;3;1;5;1;4;4;2;3;5;1;3;5;3;1;2;5;1;1;5;0;3;0;4;2;2;4;1;0;0;0;0;0;1;3;2;4;1;5;5;5;5;5;5;5;5;5;5;5;2;2;;;;;;;;;;;;;;;;;;;;;2;4;4;4;4;4;1;2;0;2;4;3;4;4;3;2;2;4;0;2;2;1;5;5;1;3;2;;;
01.06.21 03:45;01.06.21 04:12;0;100;1636;1;01.06.21 04:12;R_1IL53qXHaI3xwMB;anonymous;DE;0,9;;;1;4;2;1;2;2;4;4;4;1;3;2;4;3;5;4;3;5;1;3;4;5;4;4;2;4;4;1;2;3;3;5;3;5;3;3;2;3;2;2;3;3;1;2;3;3;1;4;3;1;1;4;2;1;3;3;0;2;1;0;1;0;3;0;2;1;5;5;5;5;3;5;5;3;5;5;5;2;1;1;3;4;4;4;3;3;0;2;2;2;4;4;1;3;4;0;3;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.06.21 03:38;01.06.21 04:26;0;100;2875;1;01.06.21 04:26;R_24wJA3VDUi19ZwV;anonymous;DE;1;;1;1;4;2;1;2;4;3;4;4;1;3;1;4;0;4;5;4;4;1;3;5;3;3;3;1;4;3;2;1;3;1;4;1;3;3;1;2;2;2;2;3;4;3;2;3;3;0;4;0;3;1;4;1;1;3;0;0;1;0;0;0;0;4;2;3;0;4;5;5;5;5;5;5;4;5;5;2;2;2;;;;;;;;;;;;;;;;;;;;;2;4;4;4;4;4;2;3;0;3;4;4;4;4;3;4;1;0;0;2;4;1;5;5;2;3;1;;;
01.06.21 05:26;01.06.21 05:34;0;100;451;1;01.06.21 05:34;R_Wr3wtbtDjgJwzwl;anonymous;DE;0,9;;;1;5;1;1;1;4;4;2;4;0;1;3;2;0;4;4;3;4;2;2;4;4;3;4;0;4;3;1;3;3;1;4;1;4;4;1;1;3;1;5;4;4;1;3;3;1;3;3;1;1;1;4;0;0;1;1;0;4;0;0;0;0;4;0;0;0;5;5;5;5;5;5;5;5;5;5;5;2;1;4;4;4;1;3;3;4;0;0;4;4;4;4;4;4;1;0;1;2;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.06.21 05:46;01.06.21 05:57;0;100;656;1;01.06.21 05:57;R_eSbp95YaxHX2z9T;anonymous;DE;1;;1;1;6;1;1;1;2;6;4;5;1;3;3;4;3;4;5;4;5;1;1;5;5;2;3;1;3;5;3;2;4;0;5;1;4;5;1;4;1;0;3;5;1;2;1;3;4;2;4;1;4;0;3;1;0;4;1;0;0;0;0;0;0;4;0;4;1;5;5;5;5;5;5;5;5;5;5;5;2;1;4;4;4;4;3;0;4;0;0;4;4;4;4;2;3;3;0;1;4;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.06.21 05:45;01.06.21 06:01;0;100;984;1;01.06.21 06:01;R_2Ynsu5w9g8aK4rv;anonymous;DE;1;;;1;5;2;1;2;4;3;2;4;1;1;2;2;3;4;5;3;4;1;1;4;5;3;2;0;3;4;2;0;1;0;4;3;4;4;1;1;4;1;3;3;2;2;3;2;2;0;3;1;1;1;3;2;1;2;1;0;3;0;0;1;1;3;1;3;2;4;3;4;4;4;4;4;2;5;5;4;2;1;4;4;3;3;3;3;3;0;1;3;3;3;3;2;3;1;0;3;3;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.06.21 04:38;01.06.21 06:05;0;100;5171;1;01.06.21 06:05;R_1rf9tZUGP8UP6lD;anonymous;DE;1;;1;1;5;2;1;2;7;3;4;3;3;2;1;4;0;4;5;5;4;0;0;5;5;0;0;0;0;4;4;0;3;0;5;2;4;3;0;1;3;2;3;4;4;1;0;4;0;0;5;2;1;1;3;4;2;2;2;0;3;2;2;0;0;4;1;2;2;5;5;5;5;5;5;5;5;5;5;5;2;1;4;4;4;2;4;0;4;0;0;4;2;4;4;0;4;4;0;1;2;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.06.21 05:47;01.06.21 06:05;0;100;1100;1;01.06.21 06:05;R_2TyIQhgNBeEU4F5;anonymous;DE;1;;;1;4;1;1;2;4;4;4;3;2;3;4;4;4;5;4;3;4;1;4;4;4;4;5;0;3;5;4;3;5;4;5;1;3;4;2;5;3;0;2;1;3;5;5;5;1;3;5;1;3;1;4;3;0;4;1;0;3;0;1;0;0;4;1;3;0;3;3;5;5;4;5;5;4;5;5;3;2;1;4;4;4;4;2;0;1;0;1;4;2;3;4;2;4;3;0;0;3;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.06.21 05:37;01.06.21 06:06;0;100;1741;1;01.06.21 06:06;R_26gofQYAzzFOPOo;anonymous;DE;1;;;1;5;2;1;2;4;3;3;5;1;2;2;3;0;4;5;4;4;1;4;5;5;4;2;0;2;5;4;2;3;1;4;2;3;5;1;2;3;1;4;1;3;4;4;5;2;0;4;1;1;3;4;3;1;1;0;0;3;0;0;0;0;4;1;1;0;5;3;5;4;1;5;2;2;5;4;0;2;2;;;;;;;;;;;;;;;;;;;;;2;4;4;2;4;4;1;3;0;1;4;3;3;4;3;2;4;1;0;2;4;4;5;5;4;3;1;;;
01.06.21 06:05;01.06.21 06:18;0;100;784;1;01.06.21 06:18;R_22Adq49wiIHQD3Y;anonymous;DE;1;;;1;4;2;1;2;7;4;5;4;1;3;1;3;1;4;4;5;4;1;1;3;3;4;4;1;2;3;3;1;3;1;4;2;1;2;2;4;3;1;3;4;1;4;3;4;4;0;4;0;1;0;4;0;1;3;1;0;3;0;0;0;0;4;2;1;0;5;5;5;5;5;5;5;5;5;5;5;2;1;4;4;4;3;2;0;3;0;3;4;4;4;4;4;1;4;0;0;4;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.06.21 05:41;01.06.21 06:36;0;100;3319;1;01.06.21 06:36;R_1ilmu7F9aqz7KiV;anonymous;DE;1;;1;1;4;1;1;2;7;3;4;4;0;0;0;3;0;4;4;2;5;0;0;3;5;1;1;0;3;4;5;1;0;0;5;3;4;3;0;3;0;0;2;5;5;3;2;5;1;0;5;1;0;0;4;2;1;3;2;0;1;0;1;0;0;4;0;3;0;5;5;5;5;5;5;5;5;5;5;5;2;1;4;4;4;3;3;0;4;0;1;3;3;4;4;3;4;4;2;1;2;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.06.21 06:32;01.06.21 06:40;0;100;485;1;01.06.21 06:40;R_1N2PpKSFSKSOBdq;anonymous;DE;1;;;1;5;2;1;1;4;2;4;4;1;0;0;0;1;4;4;1;2;0;1;4;4;0;1;0;1;4;1;0;0;0;3;2;2;4;2;0;4;0;3;5;4;2;3;3;1;0;3;0;2;0;4;1;1;3;1;0;1;0;1;0;0;4;0;3;0;4;4;5;4;5;5;5;3;5;5;4;2;1;4;4;4;3;4;2;4;0;2;4;4;4;4;4;2;4;0;2;1;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
01.06.21 06:39;01.06.21 06:58;0;100;1124;1;01.06.21 06:58;R_3frgmYnNrMB9B7B;anonymous;DE;1;;1;1;4;1;1;2;4;4;4;5;0;1;0;1;0;4;5;2;5;0;1;5;5;0;3;0;3;5;0;0;4;1;5;0;3;4;1;2;4;3;4;5;4;5;2;5;3;0;5;0;1;0;4;0;1;0;1;0;3;0;0;0;0;4;1;0;1;5;3;5;5;5;4;3;3;4;5;3;2;2;;;;;;;;;;;;;;;;;;;;;2;4;4;0;4;3;0;3;0;3;4;4;3;4;4;3;4;0;0;3;4;1;5;3;4;2;1;;;
01.06.21 07:05;01.06.21 07:19;0;100;839;1;01.06.21 07:19;R_3CNK0IvABCYaVhI;anonymous;DE;1;;1;1;4;1;1;2;7;5;0;1;1;5;0;5;5;2;3;5;4;0;1;1;1;4;4;0;0;4;4;0;5;0;4;1;5;2;0;2;3;1;1;1;4;4;0;4;0;0;4;1;1;1;4;2;1;3;1;0;4;0;0;0;1;4;0;1;1;5;5;5;5;5;5;5;5;5;5;2;2;2;;;;;;;;;;;;;;;;;;;;;2;4;1;3;4;4;1;3;0;0;3;0;4;0;0;4;0;0;2;2;3;0;5;5;3;0;1;;;
01.06.21 07:17;01.06.21 07:43;0;100;1550;1;01.06.21 07:43;R_1ITcQof5OXDGZbz;anonymous;DE;1;;1;1;8;2;1;2;7;6;4;4;0;2;3;4;0;5;5;3;5;1;4;5;5;3;2;4;5;5;4;2;2;3;4;3;4;5;2;3;1;2;2;4;3;3;3;2;2;2;3;3;4;2;2;3;3;4;3;2;0;2;3;2;3;2;3;4;2;2;3;5;4;2;5;5;2;5;4;3;2;2;;;;;;;;;;;;;;;;;;;;;1;0;0;4;1;0;3;1;0;0;1;2;1;2;2;4;0;3;4;3;2;0;3;2;2;3;3;Ich lehne die Covid19-Impfung für (gesunde) Kinder und Jugendliche ab.;;Unknown
01.06.21 05:46;01.06.21 07:51;0;100;7524;1;01.06.21 07:51;R_2rptNRFodaFrPNM;anonymous;DE;1;;;1;5;2;1;2;4;3;4;3;0;1;3;4;3;4;4;4;4;2;3;5;5;3;3;0;3;5;3;1;3;2;3;3;2;4;1;3;3;3;3;4;2;3;2;3;3;1;4;2;2;1;3;2;1;2;2;0;2;0;1;0;1;3;2;3;2;4;3;5;3;5;5;5;4;5;5;1;2;2;;;;;;;;;;;;;;;;;;;;;2;4;4;4;3;1;1;3;0;3;3;3;3;3;3;3;1;1;1;1;3;0;5;5;5;4;1;;;
01.06.21 07:41;01.06.21 07:58;0;100;1015;1;01.06.21 07:58;R_1hEABvRxEWdQ3qZ;anonymous;DE;1;;;1;5;2;1;1;4;2;3;5;0;0;0;2;0;4;4;1;0;0;1;5;4;3;1;0;3;4;0;0;0;0;3;0;0;4;1;0;0;0;3;5;3;3;2;4;4;0;5;0;1;0;4;1;0;2;1;0;2;0;0;0;1;0;2;2;0;4;4;5;5;5;5;5;5;5;5;3;2;2;;;;;;;;;;;;;;;;;;;;;1;3;3;4;3;0;1;4;0;3;3;4;4;4;3;4;1;0;3;2;4;0;5;4;1;0;1;;;
